mode,workload,operation,size_bytes,repetition,start_time_ms,end_time_ms,success
purecap,sha256,hash,104857600,98,5362608697.613649,5362609195.402944,1
purecap,sha256,hash,104857600,99,5362609195.415244,5362609693.095456,1
purecap,sha256,hash,104857600,100,5362609693.104496,5362610190.780869,1
purecap,aes256gcm,encrypt,1048576,1,5362610225.251212,5362610237.084720,1
purecap,aes256gcm,encrypt,1048576,2,5362610237.097100,5362610248.921247,1
purecap,aes256gcm,encrypt,1048576,3,5362610248.925827,5362610260.780794,1
purecap,aes256gcm,encrypt,1048576,4,5362610260.786095,5362610272.641242,1
purecap,aes256gcm,encrypt,1048576,5,5362610272.646302,5362610284.544110,1
purecap,aes256gcm,encrypt,1048576,6,5362610284.548891,5362610296.383078,1
purecap,aes256gcm,encrypt,1048576,7,5362610296.387898,5362610308.233525,1
purecap,aes256gcm,encrypt,1048576,8,5362610308.238925,5362610320.080033,1
purecap,aes256gcm,encrypt,1048576,9,5362610320.085373,5362610331.920920,1
purecap,aes256gcm,encrypt,1048576,10,5362610331.943480,5362610343.780247,1
purecap,aes256gcm,encrypt,1048576,11,5362610343.785248,5362610355.620875,1
purecap,aes256gcm,encrypt,1048576,12,5362610355.625975,5362610367.481962,1
purecap,aes256gcm,encrypt,1048576,13,5362610367.487263,5362610379.325090,1
purecap,aes256gcm,encrypt,1048576,14,5362610379.330590,5362610391.153997,1
purecap,aes256gcm,encrypt,1048576,15,5362610391.159317,5362610402.995664,1
purecap,aes256gcm,encrypt,1048576,16,5362610402.999704,5362610414.827991,1
purecap,aes256gcm,encrypt,1048576,17,5362610414.831931,5362610426.653678,1
purecap,aes256gcm,encrypt,1048576,18,5362610426.657038,5362610438.480265,1
purecap,aes256gcm,encrypt,1048576,19,5362610438.483405,5362610450.318013,1
purecap,aes256gcm,encrypt,1048576,20,5362610450.321553,5362610462.143680,1
purecap,aes256gcm,encrypt,1048576,21,5362610462.146740,5362610473.967027,1
purecap,aes256gcm,encrypt,1048576,22,5362610473.970167,5362610485.790174,1
purecap,aes256gcm,encrypt,1048576,23,5362610485.793314,5362610497.615501,1
purecap,aes256gcm,encrypt,1048576,24,5362610497.618861,5362610509.439768,1
purecap,aes256gcm,encrypt,1048576,25,5362610509.443088,5362610521.264655,1
purecap,aes256gcm,encrypt,1048576,26,5362610521.267795,5362610533.086422,1
purecap,aes256gcm,encrypt,1048576,27,5362610533.089562,5362610544.905928,1
purecap,aes256gcm,encrypt,1048576,28,5362610544.909109,5362610556.740516,1
purecap,aes256gcm,encrypt,1048576,29,5362610556.743896,5362610568.564003,1
purecap,aes256gcm,encrypt,1048576,30,5362610568.567223,5362610580.389270,1
purecap,aes256gcm,encrypt,1048576,31,5362610580.392490,5362610592.215157,1
purecap,aes256gcm,encrypt,1048576,32,5362610592.218497,5362610604.043404,1
purecap,aes256gcm,encrypt,1048576,33,5362610604.046664,5362610615.870091,1
purecap,aes256gcm,encrypt,1048576,34,5362610615.873631,5362610627.694178,1
purecap,aes256gcm,encrypt,1048576,35,5362610627.697338,5362610639.520345,1
purecap,aes256gcm,encrypt,1048576,36,5362610639.523785,5362610651.346912,1
purecap,aes256gcm,encrypt,1048576,37,5362610651.350052,5362610663.169099,1
purecap,aes256gcm,encrypt,1048576,38,5362610663.172219,5362610674.994906,1
purecap,aes256gcm,encrypt,1048576,39,5362610674.998086,5362610686.817513,1
purecap,aes256gcm,encrypt,1048576,40,5362610686.820653,5362610698.636000,1
purecap,aes256gcm,encrypt,1048576,41,5362610698.639280,5362610710.461727,1
purecap,aes256gcm,encrypt,1048576,42,5362610710.465107,5362610722.286174,1
purecap,aes256gcm,encrypt,1048576,43,5362610722.289334,5362610734.107241,1
purecap,aes256gcm,encrypt,1048576,44,5362610734.110441,5362610745.945228,1
purecap,aes256gcm,encrypt,1048576,45,5362610745.948728,5362610757.770275,1
purecap,aes256gcm,encrypt,1048576,46,5362610757.773495,5362610769.594562,1
purecap,aes256gcm,encrypt,1048576,47,5362610769.597742,5362610781.417249,1
purecap,aes256gcm,encrypt,1048576,48,5362610781.420469,5362610793.245156,1
purecap,aes256gcm,encrypt,1048576,49,5362610793.248416,5362610805.076623,1
purecap,aes256gcm,encrypt,1048576,50,5362610805.079963,5362610816.899970,1
purecap,aes256gcm,encrypt,1048576,51,5362610816.903210,5362610828.723817,1
purecap,aes256gcm,encrypt,1048576,52,5362610828.727057,5362610840.550084,1
purecap,aes256gcm,encrypt,1048576,53,5362610840.553144,5362610852.374351,1
purecap,aes256gcm,encrypt,1048576,54,5362610852.377551,5362610864.199138,1
purecap,aes256gcm,encrypt,1048576,55,5362610864.202218,5362610876.024605,1
purecap,aes256gcm,encrypt,1048576,56,5362610876.027885,5362610887.841512,1
purecap,aes256gcm,encrypt,1048576,57,5362610887.844592,5362610899.664439,1
purecap,aes256gcm,encrypt,1048576,58,5362610899.667579,5362610911.522827,1
purecap,aes256gcm,encrypt,1048576,59,5362610911.532187,5362610923.376614,1
purecap,aes256gcm,encrypt,1048576,60,5362610923.381234,5362610935.226742,1
purecap,aes256gcm,encrypt,1048576,61,5362610935.230502,5362610947.053209,1
purecap,aes256gcm,encrypt,1048576,62,5362610947.056689,5362610958.877796,1
purecap,aes256gcm,encrypt,1048576,63,5362610958.881416,5362610970.705843,1
purecap,aes256gcm,encrypt,1048576,64,5362610970.709423,5362610982.535130,1
purecap,aes256gcm,encrypt,1048576,65,5362610982.618671,5362610994.447518,1
purecap,aes256gcm,encrypt,1048576,66,5362610994.451118,5362611006.276925,1
purecap,aes256gcm,encrypt,1048576,67,5362611006.280285,5362611018.104392,1
purecap,aes256gcm,encrypt,1048576,68,5362611018.107833,5362611029.927139,1
purecap,aes256gcm,encrypt,1048576,69,5362611029.930580,5362611041.749886,1
purecap,aes256gcm,encrypt,1048576,70,5362611041.753186,5362611053.568753,1
purecap,aes256gcm,encrypt,1048576,71,5362611053.571913,5362611065.387260,1
purecap,aes256gcm,encrypt,1048576,72,5362611065.390560,5362611077.209607,1
purecap,aes256gcm,encrypt,1048576,73,5362611077.212887,5362611089.030134,1
purecap,aes256gcm,encrypt,1048576,74,5362611089.033534,5362611100.849381,1
purecap,aes256gcm,encrypt,1048576,75,5362611100.852621,5362611112.671608,1
purecap,aes256gcm,encrypt,1048576,76,5362611112.674908,5362611124.505115,1
purecap,aes256gcm,encrypt,1048576,77,5362611124.508455,5362611136.322382,1
purecap,aes256gcm,encrypt,1048576,78,5362611136.325562,5362611148.141949,1
purecap,aes256gcm,encrypt,1048576,79,5362611148.145169,5362611159.963156,1
purecap,aes256gcm,encrypt,1048576,80,5362611159.966416,5362611171.785103,1
purecap,aes256gcm,encrypt,1048576,81,5362611171.788403,5362611183.609070,1
purecap,aes256gcm,encrypt,1048576,82,5362611183.612330,5362611195.429537,1
purecap,aes256gcm,encrypt,1048576,83,5362611195.432657,5362611207.249964,1
purecap,aes256gcm,encrypt,1048576,84,5362611207.253144,5362611219.073611,1
purecap,aes256gcm,encrypt,1048576,85,5362611219.076831,5362611230.891958,1
purecap,aes256gcm,encrypt,1048576,86,5362611230.895138,5362611242.712485,1
purecap,aes256gcm,encrypt,1048576,87,5362611242.715665,5362611254.534232,1
purecap,aes256gcm,encrypt,1048576,88,5362611254.537452,5362611266.354318,1
purecap,aes256gcm,encrypt,1048576,89,5362611266.357378,5362611278.175325,1
purecap,aes256gcm,encrypt,1048576,90,5362611278.178505,5362611289.993732,1
purecap,aes256gcm,encrypt,1048576,91,5362611289.996832,5362611301.812139,1
purecap,aes256gcm,encrypt,1048576,92,5362611301.815219,5362611313.643226,1
purecap,aes256gcm,encrypt,1048576,93,5362611313.646566,5362611325.464213,1
purecap,aes256gcm,encrypt,1048576,94,5362611325.467493,5362611337.284240,1
purecap,aes256gcm,encrypt,1048576,95,5362611337.287300,5362611349.105367,1
purecap,aes256gcm,encrypt,1048576,96,5362611349.108647,5362611360.928134,1
purecap,aes256gcm,encrypt,1048576,97,5362611360.931434,5362611372.747521,1
purecap,aes256gcm,encrypt,1048576,98,5362611372.750801,5362611384.566708,1
purecap,aes256gcm,encrypt,1048576,99,5362611384.569888,5362611396.386895,1
purecap,aes256gcm,encrypt,1048576,100,5362611396.390215,5362611408.216722,1
purecap,aes256gcm,encrypt,16777216,1,5362611599.833536,5362611789.193931,1
purecap,aes256gcm,encrypt,16777216,2,5362611789.201492,5362611978.955234,1
purecap,aes256gcm,encrypt,16777216,3,5362611978.963014,5362612168.722576,1
purecap,aes256gcm,encrypt,16777216,4,5362612168.728496,5362612358.451637,1
purecap,aes256gcm,encrypt,16777216,5,5362612358.457817,5362612548.212819,1
purecap,aes256gcm,encrypt,16777216,6,5362612548.218939,5362612737.938541,1
purecap,aes256gcm,encrypt,16777216,7,5362612737.944441,5362612927.709163,1
purecap,aes256gcm,encrypt,16777216,8,5362612927.715783,5362613117.430304,1
purecap,aes256gcm,encrypt,16777216,9,5362613117.436764,5362613307.182706,1
purecap,aes256gcm,encrypt,16777216,10,5362613307.190586,5362613496.609782,1
purecap,aes256gcm,encrypt,16777216,11,5362613496.615342,5362613686.049119,1
purecap,aes256gcm,encrypt,16777216,12,5362613686.055359,5362613875.501735,1
purecap,aes256gcm,encrypt,16777216,13,5362613875.511335,5362614064.921651,1
purecap,aes256gcm,encrypt,16777216,14,5362614064.928911,5362614254.330087,1
purecap,aes256gcm,encrypt,16777216,15,5362614254.337287,5362614443.729583,1
purecap,aes256gcm,encrypt,16777216,16,5362614443.736703,5362614633.144119,1
purecap,aes256gcm,encrypt,16777216,17,5362614633.150919,5362614822.575235,1
purecap,aes256gcm,encrypt,16777216,18,5362614822.583795,5362615011.975611,1
purecap,aes256gcm,encrypt,16777216,19,5362615011.982151,5362615201.362166,1
purecap,aes256gcm,encrypt,16777216,20,5362615201.368766,5362615390.792543,1
purecap,aes256gcm,encrypt,16777216,21,5362615390.799563,5362615580.213119,1
purecap,aes256gcm,encrypt,16777216,22,5362615580.219939,5362615769.608074,1
purecap,aes256gcm,encrypt,16777216,23,5362615769.614554,5362615959.094091,1
purecap,aes256gcm,encrypt,16777216,24,5362615959.100712,5362616148.490987,1
purecap,aes256gcm,encrypt,16777216,25,5362616148.497827,5362616337.925563,1
purecap,aes256gcm,encrypt,16777216,26,5362616337.932264,5362616527.346740,1
purecap,aes256gcm,encrypt,16777216,27,5362616527.354240,5362616716.777476,1
purecap,aes256gcm,encrypt,16777216,28,5362616716.784756,5362616906.220132,1
purecap,aes256gcm,encrypt,16777216,29,5362616906.229252,5362617095.612228,1
purecap,aes256gcm,encrypt,16777216,30,5362617095.620068,5362617285.022984,1
purecap,aes256gcm,encrypt,16777216,31,5362617285.031224,5362617474.382479,1
purecap,aes256gcm,encrypt,16777216,32,5362617474.389979,5362617663.785494,1
purecap,aes256gcm,encrypt,16777216,33,5362617663.792935,5362617853.221031,1
purecap,aes256gcm,encrypt,16777216,34,5362617853.229371,5362618042.643687,1
purecap,aes256gcm,encrypt,16777216,35,5362618042.653267,5362618232.051323,1
purecap,aes256gcm,encrypt,16777216,36,5362618232.058383,5362618421.456439,1
purecap,aes256gcm,encrypt,16777216,37,5362618421.463399,5362618610.847274,1
purecap,aes256gcm,encrypt,16777216,38,5362618610.854174,5362618800.227229,1
purecap,aes256gcm,encrypt,16777216,39,5362618800.234070,5362618989.648706,1
purecap,aes256gcm,encrypt,16777216,40,5362618989.655646,5362619179.058981,1
purecap,aes256gcm,encrypt,16777216,41,5362619179.065742,5362619368.217613,1
purecap,aes256gcm,encrypt,16777216,42,5362619368.229633,5362619557.635529,1
purecap,aes256gcm,encrypt,16777216,43,5362619557.643549,5362619747.079905,1
purecap,aes256gcm,encrypt,16777216,44,5362619747.088366,5362619936.589503,1
purecap,aes256gcm,encrypt,16777216,45,5362619936.598923,5362620126.327685,1
purecap,aes256gcm,encrypt,16777216,46,5362620126.334665,5362620316.108907,1
purecap,aes256gcm,encrypt,16777216,47,5362620316.116387,5362620505.829448,1
purecap,aes256gcm,encrypt,16777216,48,5362620505.836009,5362620695.600291,1
purecap,aes256gcm,encrypt,16777216,49,5362620695.607351,5362620885.284931,1
purecap,aes256gcm,encrypt,16777216,50,5362620885.296572,5362621074.954152,1
purecap,aes256gcm,encrypt,16777216,51,5362621074.962612,5362621264.717934,1
purecap,aes256gcm,encrypt,16777216,52,5362621264.725234,5362621454.448535,1
purecap,aes256gcm,encrypt,16777216,53,5362621454.455876,5362621643.999854,1
purecap,aes256gcm,encrypt,16777216,54,5362621644.010654,5362621833.417950,1
purecap,aes256gcm,encrypt,16777216,55,5362621833.426590,5362622022.850146,1
purecap,aes256gcm,encrypt,16777216,56,5362622022.858526,5362622212.234001,1
purecap,aes256gcm,encrypt,16777216,57,5362622212.241662,5362622401.631037,1
purecap,aes256gcm,encrypt,16777216,58,5362622401.638677,5362622591.041493,1
purecap,aes256gcm,encrypt,16777216,59,5362622591.048933,5362622780.474829,1
purecap,aes256gcm,encrypt,16777216,60,5362622780.482369,5362622969.871105,1
purecap,aes256gcm,encrypt,16777216,61,5362622969.882645,5362623159.232780,1
purecap,aes256gcm,encrypt,16777216,62,5362623159.241160,5362623348.628136,1
purecap,aes256gcm,encrypt,16777216,63,5362623348.637196,5362623538.005611,1
purecap,aes256gcm,encrypt,16777216,64,5362623538.013531,5362623727.366586,1
purecap,aes256gcm,encrypt,16777216,65,5362623727.374366,5362623916.728361,1
purecap,aes256gcm,encrypt,16777216,66,5362623916.736721,5362624106.101316,1
purecap,aes256gcm,encrypt,16777216,67,5362624106.109196,5362624295.350889,1
purecap,aes256gcm,encrypt,16777216,68,5362624295.358590,5362624484.692924,1
purecap,aes256gcm,encrypt,16777216,69,5362624484.700964,5362624674.050259,1
purecap,aes256gcm,encrypt,16777216,70,5362624674.058939,5362624863.417694,1
purecap,aes256gcm,encrypt,16777216,71,5362624863.425914,5362625053.007333,1
purecap,aes256gcm,encrypt,16777216,72,5362625053.019173,5362625242.772175,1
purecap,aes256gcm,encrypt,16777216,73,5362625242.780495,5362625432.494497,1
purecap,aes256gcm,encrypt,16777216,74,5362625432.502637,5362625622.204638,1
purecap,aes256gcm,encrypt,16777216,75,5362625622.217438,5362625811.663795,1
purecap,aes256gcm,encrypt,16777216,76,5362625811.673415,5362626001.090131,1
purecap,aes256gcm,encrypt,16777216,77,5362626001.098951,5362626190.846653,1
purecap,aes256gcm,encrypt,16777216,78,5362626190.854933,5362626380.618855,1
purecap,aes256gcm,encrypt,16777216,79,5362626380.628035,5362626570.352436,1
purecap,aes256gcm,encrypt,16777216,80,5362626570.360317,5362626760.084018,1
purecap,aes256gcm,encrypt,16777216,81,5362626760.092138,5362626949.795599,1
purecap,aes256gcm,encrypt,16777216,82,5362626949.803639,5362627139.302457,1
purecap,aes256gcm,encrypt,16777216,83,5362627139.311857,5362627328.744853,1
purecap,aes256gcm,encrypt,16777216,84,5362627328.754153,5362627518.209590,1
purecap,aes256gcm,encrypt,16777216,85,5362627518.219770,5362627707.646186,1
purecap,aes256gcm,encrypt,16777216,86,5362627707.655487,5362627897.043042,1
purecap,aes256gcm,encrypt,16777216,87,5362627897.050682,5362628086.626261,1
purecap,aes256gcm,encrypt,16777216,88,5362628086.635321,5362628276.372123,1
purecap,aes256gcm,encrypt,16777216,89,5362628276.380163,5362628466.130505,1
purecap,aes256gcm,encrypt,16777216,90,5362628466.139245,5362628655.866726,1
purecap,aes256gcm,encrypt,16777216,91,5362628655.874986,5362628845.624008,1
purecap,aes256gcm,encrypt,16777216,92,5362628845.632588,5362629035.385990,1
purecap,aes256gcm,encrypt,16777216,93,5362629035.394791,5362629225.138872,1
purecap,aes256gcm,encrypt,16777216,94,5362629225.146412,5362629414.909014,1
purecap,aes256gcm,encrypt,16777216,95,5362629414.917335,5362629604.637276,1
purecap,aes256gcm,encrypt,16777216,96,5362629604.645136,5362629794.364117,1
purecap,aes256gcm,encrypt,16777216,97,5362629794.372097,5362629984.107479,1
purecap,aes256gcm,encrypt,16777216,98,5362629984.116199,5362630173.571636,1
purecap,aes256gcm,encrypt,16777216,99,5362630173.581416,5362630363.003752,1
purecap,aes256gcm,encrypt,16777216,100,5362630363.011032,5362630552.419868,1
purecap,aes256gcm,encrypt,67108864,1,5362631319.436956,5362632077.044539,1
purecap,aes256gcm,encrypt,67108864,2,5362632077.057059,5362632836.043486,1
purecap,aes256gcm,encrypt,67108864,3,5362632836.053366,5362633594.998113,1
purecap,aes256gcm,encrypt,67108864,4,5362633595.007013,5362634352.796979,1
purecap,aes256gcm,encrypt,67108864,5,5362634352.810099,5362635110.387282,1
purecap,aes256gcm,encrypt,67108864,6,5362635110.397522,5362635868.125047,1
purecap,aes256gcm,encrypt,67108864,7,5362635868.138487,5362636625.674969,1
purecap,aes256gcm,encrypt,67108864,8,5362636625.686169,5362637383.161110,1
purecap,aes256gcm,encrypt,67108864,9,5362637383.170730,5362638140.819354,1
purecap,aes256gcm,encrypt,67108864,10,5362638140.832094,5362638898.286574,1
purecap,aes256gcm,encrypt,67108864,11,5362638898.298735,5362639655.641493,1
purecap,aes256gcm,encrypt,67108864,12,5362639655.652453,5362640413.331397,1
purecap,aes256gcm,encrypt,67108864,13,5362640413.344678,5362641171.894697,1
purecap,aes256gcm,encrypt,67108864,14,5362641171.907937,5362641929.398278,1
purecap,aes256gcm,encrypt,67108864,15,5362641929.407358,5362642686.864699,1
purecap,aes256gcm,encrypt,67108864,16,5362642686.874179,5362643444.452401,1
purecap,aes256gcm,encrypt,67108864,17,5362643444.465062,5362644202.131846,1
purecap,aes256gcm,encrypt,67108864,18,5362644202.141446,5362644959.785869,1
purecap,aes256gcm,encrypt,67108864,19,5362644959.795030,5362645717.315671,1
purecap,aes256gcm,encrypt,67108864,20,5362645717.324491,5362646474.937374,1
purecap,aes256gcm,encrypt,67108864,21,5362646474.946334,5362647232.518657,1
purecap,aes256gcm,encrypt,67108864,22,5362647232.529917,5362647990.192381,1
purecap,aes256gcm,encrypt,67108864,23,5362647990.201281,5362648748.313293,1
purecap,aes256gcm,encrypt,67108864,24,5362648748.324933,5362649505.979917,1
purecap,aes256gcm,encrypt,67108864,25,5362649505.991017,5362650263.662361,1
purecap,aes256gcm,encrypt,67108864,26,5362650263.671381,5362651021.188763,1
purecap,aes256gcm,encrypt,67108864,27,5362651021.201003,5362651778.722885,1
purecap,aes256gcm,encrypt,67108864,28,5362651778.735745,5362652536.398189,1
purecap,aes256gcm,encrypt,67108864,29,5362652536.407609,5362653294.019252,1
purecap,aes256gcm,encrypt,67108864,30,5362653294.027492,5362654051.169167,1
purecap,aes256gcm,encrypt,67108864,31,5362654051.177827,5362654808.779210,1
purecap,aes256gcm,encrypt,67108864,32,5362654808.788550,5362655566.305772,1
purecap,aes256gcm,encrypt,67108864,33,5362655566.314492,5362656323.918255,1
purecap,aes256gcm,encrypt,67108864,34,5362656323.926995,5362657082.291511,1
purecap,aes256gcm,encrypt,67108864,35,5362657082.303871,5362657839.946115,1
purecap,aes256gcm,encrypt,67108864,36,5362657839.955195,5362658597.593159,1
purecap,aes256gcm,encrypt,67108864,37,5362658597.602079,5362659355.517007,1
purecap,aes256gcm,encrypt,67108864,38,5362659355.530087,5362660114.515914,1
purecap,aes256gcm,encrypt,67108864,39,5362660114.526715,5362660873.493241,1
purecap,aes256gcm,encrypt,67108864,40,5362660873.503002,5362661631.216986,1
purecap,aes256gcm,encrypt,67108864,41,5362661631.228447,5362662388.901411,1
purecap,aes256gcm,encrypt,67108864,42,5362662388.909711,5362663146.581695,1
purecap,aes256gcm,encrypt,67108864,43,5362663146.590335,5362663904.238259,1
purecap,aes256gcm,encrypt,67108864,44,5362663904.249899,5362664661.787641,1
purecap,aes256gcm,encrypt,67108864,45,5362664661.799521,5362665419.232521,1
purecap,aes256gcm,encrypt,67108864,46,5362665419.241761,5362666176.508058,1
purecap,aes256gcm,encrypt,67108864,47,5362666176.516378,5362666933.916678,1
purecap,aes256gcm,encrypt,67108864,48,5362666933.925358,5362667692.823503,1
purecap,aes256gcm,encrypt,67108864,49,5362667692.834304,5362668451.830991,1
purecap,aes256gcm,encrypt,67108864,50,5362668451.839191,5362669209.899922,1
purecap,aes256gcm,encrypt,67108864,51,5362669209.912842,5362669967.326642,1
purecap,aes256gcm,encrypt,67108864,52,5362669967.336642,5362670724.731341,1
purecap,aes256gcm,encrypt,67108864,53,5362670724.739741,5362671482.422166,1
purecap,aes256gcm,encrypt,67108864,54,5362671482.433986,5362672240.938965,1
purecap,aes256gcm,encrypt,67108864,55,5362672240.950325,5362672999.342302,1
purecap,aes256gcm,encrypt,67108864,56,5362672999.354202,5362673756.947705,1
purecap,aes256gcm,encrypt,67108864,57,5362673756.961065,5362674514.440706,1
purecap,aes256gcm,encrypt,67108864,58,5362674514.449786,5362675271.984287,1
purecap,aes256gcm,encrypt,67108864,59,5362675271.997188,5362676029.408307,1
purecap,aes256gcm,encrypt,67108864,60,5362676029.421987,5362676786.909748,1
purecap,aes256gcm,encrypt,67108864,61,5362676786.918048,5362677544.680174,1
purecap,aes256gcm,encrypt,67108864,62,5362677544.691334,5362678303.690902,1
purecap,aes256gcm,encrypt,67108864,63,5362678303.699622,5362679062.693569,1
purecap,aes256gcm,encrypt,67108864,64,5362679062.702369,5362679821.007705,1
purecap,aes256gcm,encrypt,67108864,65,5362679821.018845,5362680578.551306,1
purecap,aes256gcm,encrypt,67108864,66,5362680578.559867,5362681336.046067,1
purecap,aes256gcm,encrypt,67108864,67,5362681336.055308,5362682093.551349,1
purecap,aes256gcm,encrypt,67108864,68,5362682093.563969,5362682850.793885,1
purecap,aes256gcm,encrypt,67108864,69,5362682850.807125,5362683608.499710,1
purecap,aes256gcm,encrypt,67108864,70,5362683608.512570,5362684366.206635,1
purecap,aes256gcm,encrypt,67108864,71,5362684366.218975,5362685125.073900,1
purecap,aes256gcm,encrypt,67108864,72,5362685125.083360,5362685883.886664,1
purecap,aes256gcm,encrypt,67108864,73,5362685883.895564,5362686642.313101,1
purecap,aes256gcm,encrypt,67108864,74,5362686642.323901,5362687401.225107,1
purecap,aes256gcm,encrypt,67108864,75,5362687401.234067,5362688160.099152,1
purecap,aes256gcm,encrypt,67108864,76,5362688160.108152,5362688918.319766,1
purecap,aes256gcm,encrypt,67108864,77,5362688918.332386,5362689675.832487,1
purecap,aes256gcm,encrypt,67108864,78,5362689675.842007,5362690433.436510,1
purecap,aes256gcm,encrypt,67108864,79,5362690433.449910,5362691191.144875,1
purecap,aes256gcm,encrypt,67108864,80,5362691191.154715,5362691948.828319,1
purecap,aes256gcm,encrypt,67108864,81,5362691948.837659,5362692706.640086,1
purecap,aes256gcm,encrypt,67108864,82,5362692706.649226,5362693464.267209,1
purecap,aes256gcm,encrypt,67108864,83,5362693464.276949,5362694221.856792,1
purecap,aes256gcm,encrypt,67108864,84,5362694221.865712,5362694979.515616,1
purecap,aes256gcm,encrypt,67108864,85,5362694979.525056,5362695737.105418,1
purecap,aes256gcm,encrypt,67108864,86,5362695737.114299,5362696494.741302,1
purecap,aes256gcm,encrypt,67108864,87,5362696494.754802,5362697252.340705,1
purecap,aes256gcm,encrypt,67108864,88,5362697252.350245,5362698011.223050,1
purecap,aes256gcm,encrypt,67108864,89,5362698011.234610,5362698770.210637,1
purecap,aes256gcm,encrypt,67108864,90,5362698770.219697,5362699529.172304,1
purecap,aes256gcm,encrypt,67108864,91,5362699529.180704,5362700286.904189,1
purecap,aes256gcm,encrypt,67108864,92,5362700286.916969,5362701044.416230,1
purecap,aes256gcm,encrypt,67108864,93,5362701044.429511,5362701802.088835,1
purecap,aes256gcm,encrypt,67108864,94,5362701802.101195,5362702559.277870,1
purecap,aes256gcm,encrypt,67108864,95,5362702559.287070,5362703316.951054,1
purecap,aes256gcm,encrypt,67108864,96,5362703316.962495,5362704074.533577,1
purecap,aes256gcm,encrypt,67108864,97,5362704074.543277,5362704832.060179,1
purecap,aes256gcm,encrypt,67108864,98,5362704832.069519,5362705589.663021,1
purecap,aes256gcm,encrypt,67108864,99,5362705589.672882,5362706347.290445,1
purecap,aes256gcm,encrypt,67108864,100,5362706347.299085,5362707104.902128,1
purecap,aes256gcm,encrypt,104857600,1,5362708334.485593,5362709518.614083,1
purecap,aes256gcm,encrypt,104857600,2,5362709518.626864,5362710702.333646,1
purecap,aes256gcm,encrypt,104857600,3,5362710702.347106,5362711887.390012,1
purecap,aes256gcm,encrypt,104857600,4,5362711887.402912,5362713072.514179,1
purecap,aes256gcm,encrypt,104857600,5,5362713072.527460,5362714256.391645,1
purecap,aes256gcm,encrypt,104857600,6,5362714256.404765,5362715440.664017,1
purecap,aes256gcm,encrypt,104857600,7,5362715440.678398,5362716624.111435,1
purecap,aes256gcm,encrypt,104857600,8,5362716624.123175,5362717807.880479,1
purecap,aes256gcm,encrypt,104857600,9,5362717807.893339,5362718991.570501,1
purecap,aes256gcm,encrypt,104857600,10,5362718991.580321,5362720176.772870,1
purecap,aes256gcm,encrypt,104857600,11,5362720176.786350,5362721361.292766,1
purecap,aes256gcm,encrypt,104857600,12,5362721361.308947,5362722544.852306,1
purecap,aes256gcm,encrypt,104857600,13,5362722544.865046,5362723728.300764,1
purecap,aes256gcm,encrypt,104857600,14,5362723728.314124,5362724912.215150,1
purecap,aes256gcm,encrypt,104857600,15,5362724912.224810,5362726096.129376,1
purecap,aes256gcm,encrypt,104857600,16,5362726096.138957,5362727280.753375,1
purecap,aes256gcm,encrypt,104857600,17,5362727280.766315,5362728466.444192,1
purecap,aes256gcm,encrypt,104857600,18,5362728466.456932,5362729652.351913,1
purecap,aes256gcm,encrypt,104857600,19,5362729652.361813,5362730836.262019,1
purecap,aes256gcm,encrypt,104857600,20,5362730836.272599,5362732020.053903,1
purecap,aes256gcm,encrypt,104857600,21,5362732020.063443,5362733203.827227,1
purecap,aes256gcm,encrypt,104857600,22,5362733203.838167,5362734389.661046,1
purecap,aes256gcm,encrypt,104857600,23,5362734389.673267,5362735573.712495,1
purecap,aes256gcm,encrypt,104857600,24,5362735573.725535,5362736757.614301,1
purecap,aes256gcm,encrypt,104857600,25,5362736757.623121,5362737942.534625,1
purecap,aes256gcm,encrypt,104857600,26,5362737942.548565,5362739127.001840,1
purecap,aes256gcm,encrypt,104857600,27,5362739127.015241,5362740311.295293,1
purecap,aes256gcm,encrypt,104857600,28,5362740311.309293,5362741496.121335,1
purecap,aes256gcm,encrypt,104857600,29,5362741496.134595,5362742679.744476,1
purecap,aes256gcm,encrypt,104857600,30,5362742679.758036,5362743863.231115,1
purecap,aes256gcm,encrypt,104857600,31,5362743863.240295,5362745044.935982,1
purecap,aes256gcm,encrypt,104857600,32,5362745044.945442,5362746228.359640,1
purecap,aes256gcm,encrypt,104857600,33,5362746228.368580,5362747412.032482,1
purecap,aes256gcm,encrypt,104857600,34,5362747412.045362,5362748595.403838,1
purecap,aes256gcm,encrypt,104857600,35,5362748595.412818,5362749780.306242,1
purecap,aes256gcm,encrypt,104857600,36,5362749780.319662,5362750964.700776,1
purecap,aes256gcm,encrypt,104857600,37,5362750964.713977,5362752148.555481,1
purecap,aes256gcm,encrypt,104857600,38,5362752148.565382,5362753332.297664,1
purecap,aes256gcm,encrypt,104857600,39,5362753332.307745,5362754516.126309,1
purecap,aes256gcm,encrypt,104857600,40,5362754516.134989,5362755700.565784,1
purecap,aes256gcm,encrypt,104857600,41,5362755700.577745,5362756885.327005,1
purecap,aes256gcm,encrypt,104857600,42,5362756885.338365,5362758069.268232,1
purecap,aes256gcm,encrypt,104857600,43,5362758069.276852,5362759253.186498,1
purecap,aes256gcm,encrypt,104857600,44,5362759253.194238,5362760437.103584,1
purecap,aes256gcm,encrypt,104857600,45,5362760437.112264,5362761620.946669,1
purecap,aes256gcm,encrypt,104857600,46,5362761620.959189,5362762804.707593,1
